name,company,image,for_gender,rating,number_votes,main accords,description,top notes,middle notes,base notes,longevity,sillage,gender_vote,price value
Bitter Peach,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.62707.jpg,for women and men,3.54,429,"{'woody': 100.0, 'warm spicy': 77.6476, 'fruity': 73.896, 'amber': 72.1213, 'powdery': 66.5725, 'sweet': 65.2696, 'vanilla': 63.8767, 'balsamic': 56.8453, 'citrus': 56.2837, 'aromatic': 56.1265}","Bitter Peach by Tom Ford is a Oriental Vanilla fragrance for women and men. This is a new fragrance. Bitter Peach was launched in 2020. Top notes are Peach, Blood Orange, Cardamom and Heliotrope; middle notes are Rum, Cognac, Davana and Jasmine; base notes are Indonesian Patchouli Leaf, Sandalwood, Vanilla, Tonka Bean, Cashmeran, Benzoin, Labdanum, Styrax and Vetiver. Tom Ford Bitter Peach is a part of the collection Private Blend, officially released in early October 2020.  Pêche de Vigne is mixed with Sicilian bloodd orange, davana oil with infused rum and cognac, Indonesian patchouli, sandalwood, labdanum and vanilla. The composition is described as sweet and sensual, but also rich and characterful, with pronounced woody and resinous undertones. Tom Ford Bitter Peach is available as a 50, 100 and 250 ml Eau de Parfum.
  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Peach', 'Blood Orange', 'Cardamom', 'Heliotrope']","['Rum', 'Cognac', 'Davana', 'Jasmine']","['Indonesian Patchouli Leaf', 'Sandalwood', 'Vanilla', 'Tonka Bean', 'Cashmeran', 'Benzoin', 'Labdanum', 'Styrax', 'Vetiver']","{'very weak': 18, 'weak': 33, 'moderate': 70, 'long lasting': 94, 'eternal': 46}","{'intimate': 49, 'moderate': 136, 'strong': 94, 'enormous': 85}","{'female': 68, 'more female': 51, 'unisex': 58, 'more male': 4, 'male': 3}","{'way overpriced': 115, 'overpriced': 52, 'ok': 20, 'good value': 9, 'great value': 5}"
Narciso Eau de Parfum Ambrée,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.60867.jpg,for women,3.84,750,"{'musky': 100.0, 'powdery': 87.407, 'woody': 86.9365, 'floral': 86.5426, 'amber': 74.5952, 'yellow floral': 72.4508, 'tropical': 71.8381, 'white floral': 63.2604, 'sweet': 60.4814, 'vanilla': 52.5383}","Narciso Eau de Parfum Ambrée by Narciso Rodriguez is a Oriental Floral fragrance for women. This is a new fragrance. Narciso Eau de Parfum Ambrée was launched in 2020. The nose behind this fragrance is Aurelien Guichard. Top notes are Frangipani, Ylang-Ylang and White Flowers; middle notes are Musk and Amber; base notes are Cashmeran, Vanilla and Cedar.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Frangipani', 'Ylang-Ylang', 'White Flowers']","['Musk', 'Amber']","['Cashmeran', 'Vanilla', 'Cedar']","{'very weak': 28, 'weak': 57, 'moderate': 122, 'long lasting': 62, 'eternal': 44}","{'intimate': 86, 'moderate': 171, 'strong': 110, 'enormous': 140}","{'female': 110, 'more female': 15, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 21, 'ok': 67, 'good value': 15, 'great value': 2}"
La Nuit Tresor Nude,Lancome,https://fimgs.net/mdimg/perfume/375x500.58825.jpg,for women,4.05,583,"{'vanilla': 100.0, 'coconut': 85.9852, 'sweet': 63.035, 'citrus': 52.0233, 'rose': 51.5042, 'lactonic': 49.5948, 'powdery': 48.0561, 'tropical': 46.7956}","La Nuit Tresor Nude by Lancome is a Floral fragrance for women. This is a new fragrance. La Nuit Tresor Nude was launched in 2020. Top note is Bergamot; middle note is Rose; base notes are Coconut and Vanila.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",['Bergamot'],['Rose'],"['Coconut', 'Vanila']","{'very weak': 31, 'weak': 22, 'moderate': 112, 'long lasting': 81, 'eternal': 34}","{'intimate': 75, 'moderate': 150, 'strong': 112, 'enormous': 117}","{'female': 109, 'more female': 7, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 7, 'overpriced': 23, 'ok': 68, 'good value': 12, 'great value': 4}"
The Only One Eau de Parfum Intense,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.59312.jpg,for women,4.12,562,"{'white floral': 100.0, 'vanilla': 75.2123, 'woody': 65.9461, 'citrus': 64.2808, 'coconut': 59.2466, 'sweet': 57.7603, 'fresh': 45.8858}","The Only One Eau de Parfum Intense by Dolce&Gabbana is a Oriental Floral fragrance for women. This is a new fragrance. The Only One Eau de Parfum Intense was launched in 2020. The nose behind this fragrance is Violaine Collas. Top notes are Neroli, Green Apple and Italian Mandarin; middle notes are Jasmine, Coconut and Orange Blossom; base notes are Vanilla, Cashmere Wood and Cedar. ""Femininity finds new intensity in The Only One Eau de Parfum Intense, the latest edition in the The Only One line from Dolce&Gabbana Beauty. While The Only One Eau de Parfum celebrated a head-turning glamour that draws admiration from all, and The Only One 2 Eau de Parfum captured the power of desire, The Only One Eau de Parfum Intense now celebrates the most enchanting and fascinating qualities of The Only One woman. The absolute essence of mesmerizing allure and irresistible sensuality, this hypnotic fragrance is bewitching, beguiling and utterly addictive. The Only One Eau de Parfum Intense builds on the floriental legacy of The Only One line with a captivating new scent. Like the woman it represents, the fragrance is an intricate combination of intense and solar sensuality. Alluringly feminine and irresistibly seductive, its signature lies in the surprising combination of dazzling gold
orange blossom contrasted with hypnotizing black vanilla. Top notes of sparkling Italian mandarin, crisp green apple accord and golden neroli essence illuminate the radiant floral heart of the fragrance. Notes of dazzling gold orange blossom mingle with the heady sensuality of jasmine absolute, and are softly enveloped by creamy, lush coconut essence, which lends a warm and sunny aura to the scent. Smooth, sweet notes of dark vanilla in the base amplify its addictive quality, underpinned by grounding cedar and cashmere woods. Maintaining the graphic architectural form of The Only One, the bottle is now reinvented in black, the iconic colour of Dolce&Gabbana, which reflects the hypnotic intensity of the fragrance within. The gold ring detail evokes the radiant elegance of The Only One woman, while the sinuous cursive script conjures her seductive silhouette. For the video campaign, Italian director Matteo Garrone renewed his collaboration with actress Emilia Clarke. Set in a traditional trattoria in Rome, the film opens with Emilia surrounded by her friends. Encouraged by them, Emilia starts to sing the classic Italian song “Quando, Quando, Quando”, alongside a group of local musicians. Cheered on by the crowd, her natural aura and intense femininity draws the fascination of all around her. For the print campaign, the Morelli Brothers captured the vibrant energy of the scene, showcasing the spontaneous spirit so characteristic of their work."" The Only One Eau de Parfum Intense is available as a 30ml Eau de Parfum Intense, 50ml Eau de Parfum Intense and 100ml Eau de Parfum Intense from January 2020. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Neroli', 'Green Apple', 'Italian Mandarin']","['Jasmine', 'Coconut', 'Orange Blossom']","['Vanilla', 'Cashmere Wood', 'Cedar']","{'very weak': 20, 'weak': 24, 'moderate': 89, 'long lasting': 96, 'eternal': 39}","{'intimate': 47, 'moderate': 156, 'strong': 99, 'enormous': 81}","{'female': 106, 'more female': 27, 'unisex': 11, 'more male': 5, 'male': 2}","{'way overpriced': 5, 'overpriced': 17, 'ok': 74, 'good value': 19, 'great value': 6}"
Black Orchid Parfum,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.62199.jpg,for women and men,4.26,452,"{'earthy': 100.0, 'sweet': 98.1833, 'woody': 90.1842, 'yellow floral': 80.6907, 'fruity': 72.7794, 'patchouli': 72.4864, 'rum': 68.4429, 'floral': 64.1942, 'warm spicy': 60.8539, 'animalic': 47.6685}","Black Orchid Parfum by Tom Ford is a Oriental Floral fragrance for women and men. This is a new fragrance. Black Orchid Parfum was launched in 2020. Top notes are Truffle and Plum; middle notes are Ylang-Ylang, Rum and Black Orchid; base note is Patchouli. Black Orchid is the lavish and luxurious debut of designer Tom Ford from 2006; the extremely sensual scent of imaginary black orchid, flowers, spices, chocolate, balsamic notes and black truffle. Very potent and long-lasting, this fragrance gets its ""most powerful version so far"" in the summer of 2020 in the form of the Black Orchid Parfum edition. Tom Ford Black Orchid Parfum emphasizes the iconic sensuality of the original and its aphrodisiac effect of the black orchid with a new, potent seductive accords -  ylang-ylang flower dipped in golden rum. It offers an enhanced presence of precious essential oils and reveals the new olfactory dimension of black orchid and ylang-ylang with accords of black plum, black truffle and patchouli. Tom Ford Black Orchid Perfume is presented in an all-over gold bottle of 50 and 100 ml. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Truffle', 'Plum']","['Ylang-Ylang', 'Rum', 'Black Orchid']",['Patchouli'],"{'very weak': 17, 'weak': 10, 'moderate': 25, 'long lasting': 106, 'eternal': 115}","{'intimate': 32, 'moderate': 75, 'strong': 128, 'enormous': 138}","{'female': 17, 'more female': 40, 'unisex': 110, 'more male': 8, 'male': 6}","{'way overpriced': 17, 'overpriced': 42, 'ok': 52, 'good value': 14, 'great value': 12}"
La Vie Est Belle Intensément,Lancome,https://fimgs.net/mdimg/perfume/375x500.59326.jpg,for women,4.04,693,"{'vanilla': 100.0, 'powdery': 87.6849, 'sweet': 77.2545, 'fruity': 74.5487, 'woody': 59.1565, 'white floral': 57.4146, 'warm spicy': 55.4584, 'amber': 54.9872, 'iris': 54.9872, 'balsamic': 48.5334}","La Vie Est Belle Intensément by Lancome is a Oriental Floral fragrance for women. This is a new fragrance. La Vie Est Belle Intensément was launched in 2020. Top notes are Raspberry, Pink Pepper and Bergamot; middle notes are Heliotrope, Jasmine Sambac and Orange Blossom; base notes are Vanilla, iris, Benzoin, Sandalwood and Patchouli.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Raspberry', 'Pink Pepper', 'Bergamot']","['Heliotrope', 'Jasmine Sambac', 'Orange Blossom']","['Vanilla', 'iris', 'Benzoin', 'Sandalwood', 'Patchouli']","{'very weak': 22, 'weak': 26, 'moderate': 84, 'long lasting': 124, 'eternal': 68}","{'intimate': 58, 'moderate': 156, 'strong': 159, 'enormous': 148}","{'female': 123, 'more female': 8, 'unisex': 2, 'more male': 0, 'male': 1}","{'way overpriced': 4, 'overpriced': 28, 'ok': 70, 'good value': 14, 'great value': 9}"
Miss Dior Rose N'Roses,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.58562.jpg,for women,3.59,905,"{'rose': 100.0, 'musky': 73.75, 'fresh spicy': 70.5, 'citrus': 64.1875, 'aromatic': 60.8, 'powdery': 53.475, 'floral': 48.525}","Miss Dior Rose N'Roses by Christian Dior is a Floral fragrance for women. This is a new fragrance. Miss Dior Rose N'Roses was launched in 2020. The nose behind this fragrance is Francois Demachy. Top notes are Geranium, Bergamot and Italian Mandarin; middle notes are Grasse Rose and Damask Rose; base note is White Musk. Miss Dior Rose N'Roses is a new addition to the Miss Dior line, announced as a fresh and radiant Eau de Toilette.  Top notes: Italian mandarin, bergamot, geranium essence
Heart: Grasse rose, Damask rose
Base: white musk Miss Dior Rose N'Roses is available as a 50 and 100 ml Eau de Toilette. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Geranium', 'Bergamot', 'Italian Mandarin']","['Grasse Rose', 'Damask Rose']",['White Musk'],"{'very weak': 41, 'weak': 48, 'moderate': 120, 'long lasting': 49, 'eternal': 35}","{'intimate': 91, 'moderate': 173, 'strong': 81, 'enormous': 105}","{'female': 103, 'more female': 5, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 12, 'overpriced': 33, 'ok': 38, 'good value': 5, 'great value': 4}"
1 Million Parfum,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.60035.jpg,for men,3.9,561,"{'white floral': 100.0, 'amber': 93.1877, 'tuberose': 86.0741, 'animalic': 80.7216, 'woody': 71.7312, 'salty': 61.9762, 'tropical': 58.7322, 'leather': 56.6468, 'musky': 51.9431, 'coconut': 51.5492}","1 Million Parfum by Paco Rabanne is a Leather fragrance for men. This is a new fragrance. 1 Million Parfum was launched in 2020. 1 Million Parfum was created by Quentin Bisch and Christophe Raynaud. Sun-drenched leather with salty effects. A warm deliberate scent on the edge of the extreme. Salty pulse: ""tuberous salty"" textured by amber woods. Leather opulence: accord ""solar leather"" patinated with notes of resin and pine. Quentin Bisch: ""The original idea of this one comes from an accident: back from vacation I had two bottles broken in my leather bag... one was my sunscreen and the other a sample of cistus. The smell was absolutely divine! I captured it with one simple formula: a contrasted smell of salty monoï-tuberose blended with resinous leather..."" Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Tuberose', 'Monoi Oil', 'Salt', 'Ambergris', 'Solar notes', 'Leather', 'Cashmeran', 'Pine', 'Labdanum']",[],"{'very weak': 20, 'weak': 23, 'moderate': 61, 'long lasting': 183, 'eternal': 124}","{'intimate': 45, 'moderate': 125, 'strong': 206, 'enormous': 128}","{'female': 2, 'more female': 7, 'unisex': 70, 'more male': 58, 'male': 55}","{'way overpriced': 8, 'overpriced': 29, 'ok': 82, 'good value': 32, 'great value': 4}"
Voce Viva,Valentino,https://fimgs.net/mdimg/perfume/375x500.62754.jpg,for women,3.38,666,"{'citrus': 100.0, 'white floral': 86.0863, 'vanilla': 83.8367, 'sweet': 61.7103, 'powdery': 55.47, 'warm spicy': 53.436, 'musky': 45.1002, 'aromatic': 44.3605}","Voce Viva by Valentino is a Floral Woody Musk fragrance for women. This is a new fragrance. Voce Viva was launched in 2020. Voce Viva was created by Honorine Blanc and Amandine Clerc-Marie. Top notes are Mandarin Orange, Bergamot and Ginger; middle notes are Orange Blossom and Gardenia; base notes are Vanilla, Tonka Bean, Musk, Sandalwood and Oakmoss. ""This scent is an ode to Valentino‘s femininity—a harmony of couture orange blossom absolute and golden gardenia paired with colorful Italian bergamot and mandarin. This perfume is made addictive through an unexpected, cool note of crystal moss accord and vanilla perfume.
About the Bottle: A sleek glass bottle, square and notched on the sides, reveals the light passing through the encapsulated women‘s fragrance, allowing a V of light to emerge. The iconic Valentino rock stud details the chrome cap and collar alongside a vibrant red that contrasts the floral women‘s perfume within.
About the Fragrance: This feminine perfume is intimate and personal, drawing a parallel between the sound of your voice and the scent of your fragrance. Created by the iconic Cool, Color, Couture fashion house, this fragrance celebrates every women‘s voice. The face of the advertising campaign is the singer Lady Gaga, photographed by Inez Van Lamsweerde and Vinoodh Matadin."" - a note from the brand. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Mandarin Orange', 'Bergamot', 'Ginger']","['Orange Blossom', 'Gardenia']","['Vanilla', 'Tonka Bean', 'Musk', 'Sandalwood', 'Oakmoss']","{'very weak': 29, 'weak': 37, 'moderate': 129, 'long lasting': 54, 'eternal': 25}","{'intimate': 83, 'moderate': 148, 'strong': 91, 'enormous': 80}","{'female': 180, 'more female': 15, 'unisex': 8, 'more male': 1, 'male': 1}","{'way overpriced': 39, 'overpriced': 70, 'ok': 59, 'good value': 16, 'great value': 5}"
Le Lion de Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.61036.jpg,for women and men,4.19,297,"{'amber': 100.0, 'woody': 72.5709, 'musky': 63.5603, 'powdery': 61.016, 'citrus': 56.0638, 'vanilla': 51.5957, 'balsamic': 50.2181, 'patchouli': 48.8653, 'warm spicy': 46.8794}","Le Lion de Chanel by Chanel is a Oriental fragrance for women and men. This is a new fragrance. Le Lion de Chanel was launched in 2020. The nose behind this fragrance is Olivier Polge. Top notes are Lemon and Bergamot; middle notes are Labdanum and Amber; base notes are Madagascar Vanilla, Patchouli, Sandalwood and Musk. Le Lion de Chanel is a new Chanel fragrance from Les Exclusifs de Chanel. Le Lion de Chanel is described as a fragrance characterized by strength and charm, luxury and elegance, built around amber and leathery notes softened with vanilla and bergamot. Top notes: bergamot, lemon
Heart: labdanum, amber
Base: vanilla, patchouli, sandalwood, musk Perfumer Olivier Polge did not dedicate this creation to the animal, but to the vision that CHANEL took over from it. ""I was much more interested in the emblematic CHANEL lion than the animal,""  says Perfumer-Creator for the House of CHANEL. Le Lion de Chanel is available as a 75 and 200 ml Eau de Parfum.
  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Lemon', 'Bergamot']","['Labdanum', 'Amber']","['Madagascar Vanilla', 'Patchouli', 'Sandalwood', 'Musk']","{'very weak': 12, 'weak': 8, 'moderate': 27, 'long lasting': 104, 'eternal': 48}","{'intimate': 22, 'moderate': 92, 'strong': 109, 'enormous': 57}","{'female': 10, 'more female': 10, 'unisex': 102, 'more male': 32, 'male': 18}","{'way overpriced': 15, 'overpriced': 41, 'ok': 69, 'good value': 10, 'great value': 4}"
Irresistible Givenchy,Givenchy,https://fimgs.net/mdimg/perfume/375x500.60891.jpg,for women,3.59,651,"{'musky': 100.0, 'fruity': 79.7845, 'rose': 75.9549, 'powdery': 71.2666, 'floral': 68.5975, 'sweet': 67.2745, 'iris': 59.4761, 'aquatic': 56.5517, 'woody': 51.6777, 'fresh': 49.9138}","Irresistible Givenchy by Givenchy is a Floral Fruity fragrance for women. This is a new fragrance. Irresistible Givenchy was launched in 2020. Irresistible Givenchy was created by Fanny Bal, Dominique Ropion and Anne Flipo. Top notes are Pear and Ambrette (Musk Mallow); middle notes are Rose and iris; base notes are Musk and Virginia Cedar. Irresistible Givenchy is announced as a floral-woody and fruity fragrance that plays with the contrast between two opposites: a luscious rose accord and a radiant blond wood note.  Top: Pear, Ambrette
Heart: Rose Essential™, Iris
Base: Virginia Cedar, Musk The face of the advertising campaign is British model Fran Summers. Irrésistible Givenchy is available as 35, 50, and 80 ml Eaux de Parfum.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Pear', 'Ambrette (Musk Mallow)']","['Rose', 'iris']","['Musk', 'Virginia Cedar']","{'very weak': 30, 'weak': 38, 'moderate': 90, 'long lasting': 70, 'eternal': 35}","{'intimate': 56, 'moderate': 156, 'strong': 113, 'enormous': 119}","{'female': 130, 'more female': 4, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 8, 'overpriced': 43, 'ok': 52, 'good value': 11, 'great value': 3}"
Rose Prick,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.58781.jpg,for women and men,3.56,518,"{'warm spicy': 100.0, 'rose': 91.6477, 'patchouli': 72.2585, 'fresh spicy': 68.4801, 'earthy': 59.6555, 'woody': 55.3551, 'citrus': 54.4602, 'vanilla': 52.2727, 'floral': 48.4943, 'herbal': 47.1023}","Rose Prick by Tom Ford is a Chypre Floral fragrance for women and men. This is a new fragrance. Rose Prick was launched in 2020. Top notes are Sichuan Pepper and Turmeric; middle notes are May Rose, Bulgarian Rose and Turkish Rose; base notes are Patchouli and Tonka Bean. Rose Prick comes in a dusky pink matte bottle of the standard shape of a chess piece of the line and handles the rose note in a ""juicy, flowery and full-bodied"" way. Top notes: Sichuan pepper, turmeric
Heart: May rose, Turkish rose, Bulgarian rose
Base: patchouli, tonka bean Tom Ford Private Blend Rose Prick is available as a 50 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Sichuan Pepper', 'Turmeric']","['May Rose', 'Bulgarian Rose', 'Turkish Rose']","['Patchouli', 'Tonka Bean']","{'very weak': 22, 'weak': 31, 'moderate': 69, 'long lasting': 65, 'eternal': 44}","{'intimate': 69, 'moderate': 129, 'strong': 118, 'enormous': 124}","{'female': 34, 'more female': 19, 'unisex': 35, 'more male': 3, 'male': 2}","{'way overpriced': 49, 'overpriced': 22, 'ok': 9, 'good value': 0, 'great value': 2}"
So Scandal!,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.60942.jpg,for women,3.88,415,"{'white floral': 100.0, 'fruity': 69.8104, 'sweet': 66.2214, 'tuberose': 66.0405, 'lactonic': 50.629, 'animalic': 45.9016}","So Scandal! by Jean Paul Gaultier is a Floral Fruity fragrance for women. This is a new fragrance. So Scandal! was launched in 2020. So Scandal! was created by Fabrice Pellegrin and Daphne Bugey. ""She walked past me without even a second glance. A storm in just a tuxedo jacket, and her bare legs.Like an endless compass that one would follow to the end of the world. So sexy.As she strolled by, I saw them all stop mid-sentence. A shock in slow motion. So scandal-ized!
Faintly amused by the silent turbulence she sowed in her wake, she heads straight to her table, the one with her gang. Unapologetically determinedthat the show goes on, her attitude had no latitude for discretion or reserve. This woman lives on in my memory, to the point of obsession: her perfume, SoScandal! by Jean Paul Gaultier. The very essence of a scandal.
Orange blossom, so bright, Sambac jasmine so opulent and tuberose so powdery: a threesome of white flowers that one could have sworn would deliver an angelic sweetness.
And boom! It’s a bomb of all that is sensual!
Juicy raspberry, a gourmetmilkiness with sexy undertones presses all the carnal buttons. A simple aphrodisiac, a deadly weapon that’s deeply erotic. Daphne Bugey and Fabrice Pellegrin. It’s not their first tango.
She says ""freedom is to be unafraid"".
He has his own motto engraved on the back of his watch, ""carpe diem"", as if to better savour the scandal he created with his partner in crime. Languidly pleasing pleats, round hips and a tiny waist,legs akimbo the up side is down. A handmade scandal. A pink sap courses through this objet, like the life juice of a dangerously irresistible fruit. The design, the drapery, this bottle sets the scene for a story that is meant to be written all through the night and maybe even into day break. Trouble and troubling sensations guaranteed. The color of a grand cru, intensely raspberry, almost bordeaux.
Velvety shades. For a colour that colours the night with couture, sound in two parts: SoScandal! by Jean Paul Gaultier. It’s perfectly clear, and it sounds like a champagne cork explosion."" So Scandal! is available as a 30, 50 and 80ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Raspberry', 'Tuberose', 'Milk', 'Jasmine Sambac', 'Orange Blossom']",[],"{'very weak': 15, 'weak': 23, 'moderate': 59, 'long lasting': 88, 'eternal': 32}","{'intimate': 33, 'moderate': 84, 'strong': 105, 'enormous': 97}","{'female': 79, 'more female': 4, 'unisex': 2, 'more male': 0, 'male': 3}","{'way overpriced': 3, 'overpriced': 22, 'ok': 38, 'good value': 14, 'great value': 4}"
Idôle L'Intense,Lancome,https://fimgs.net/mdimg/perfume/375x500.62333.jpg,for women,3.79,408,"{'woody': 100.0, 'rose': 87.0767, 'musky': 85.7795, 'floral': 85.066, 'white floral': 75.4019, 'citrus': 72.7427, 'powdery': 71.186, 'patchouli': 54.971, 'vanilla': 52.0523, 'balsamic': 51.7605}","Idôle L'Intense by Lancome is a Chypre Floral fragrance for women. This is a new fragrance. Idôle L'Intense was launched in 2020. Idôle L'Intense was created by Shyamala Maisondieu, Adriana Medina-Baez and Nadege le Garlantezec. Top notes are Bitter Orange and Mandarin Orange; middle notes are Turkish Rose, Grasse Rose, Egyptian Jasmine, Jasmine Sambac, Jasmine and Musk; base notes are Acácia, Cashmere Wood, Patchouli, Madagascar Vanilla, Cedar and Sandalwood.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Bitter Orange', 'Mandarin Orange']","['Turkish Rose', 'Grasse Rose', 'Egyptian Jasmine', 'Jasmine Sambac', 'Jasmine', 'Musk']","['Acácia', 'Cashmere Wood', 'Patchouli', 'Madagascar Vanilla', 'Cedar', 'Sandalwood']","{'very weak': 10, 'weak': 13, 'moderate': 65, 'long lasting': 91, 'eternal': 33}","{'intimate': 26, 'moderate': 81, 'strong': 120, 'enormous': 80}","{'female': 129, 'more female': 10, 'unisex': 5, 'more male': 2, 'male': 0}","{'way overpriced': 11, 'overpriced': 29, 'ok': 68, 'good value': 9, 'great value': 2}"
Pasha de Cartier Parfum,Cartier,https://fimgs.net/mdimg/perfume/375x500.59418.jpg,for men,4.44,339,"{'woody': 100.0, 'amber': 89.0155, 'warm spicy': 60.688, 'balsamic': 52.5211, 'aromatic': 52.2736, 'vanilla': 49.5227, 'alcohol': 47.7237, 'fresh spicy': 46.2578, 'patchouli': 45.0394}","Pasha de Cartier Parfum by Cartier is a Oriental Fougere fragrance for men. This is a new fragrance. Pasha de Cartier Parfum was launched in 2020. The nose behind this fragrance is Mathilde Laurent. Pasha de Cartier, a classic fougere fragrance of lavender and patchouli, was introduced in 1992, named after the Pasha watch, the legendary Cartier jewelry piece from 1985.The new, contemporary and intense version Pasha de Cartier Parfum is available from February 2020. Pasha de Cartier Parfum is designed for contemporary and elegant men; to those who want to be noticed. The fragrance is a modern version of the original in a parfum concentration that provides additional depth, intensity and lasting permanence. The contemporary fougere composition with woody and ambery features includes notes of patchouli, sandalwood, fir balsam, labdanum, benzoin, ambrocenide molecule and tonka bean. The creation is signed by Cartier in-house perfumer Mathilde Laurent.  When creating a new version of the perfume, special attention was paid to the design of the bottle. It is inspired by the watch of the same name with a blue sapphire cabochon, a unique Cartier symbol. It also features other hallmarks including the Trinity ring, gadroons, the love ring and the red box. Pasha Parfum is available in quantities of 50 and 100 ml.
  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Sandalwood', 'Liquor', 'Balsam Fir', 'Tonka Bean', 'Benzoin', 'Ambrocenide', 'Indonesian Patchouli Leaf', 'Labdanum']",[],"{'very weak': 12, 'weak': 12, 'moderate': 33, 'long lasting': 128, 'eternal': 45}","{'intimate': 28, 'moderate': 125, 'strong': 133, 'enormous': 55}","{'female': 2, 'more female': 1, 'unisex': 11, 'more male': 43, 'male': 74}","{'way overpriced': 1, 'overpriced': 13, 'ok': 46, 'good value': 44, 'great value': 10}"
